,Unnamed: 0,layer,accuracy,precision,recall,f1-score,epoche,model,task,id
219,65.0,2,0.7475763897410725,0.7613548883756736,0.7247191011235955,0.7425854085846577,100000,t5-large,subject number,
220,66.0,3,0.7564118296723524,0.7662206513506691,0.7413287738153396,0.7535692116697702,100000,t5-large,subject number,
221,67.0,4,0.7559209718983925,0.7643808088419995,0.7432828529555447,0.7536842105263158,100000,t5-large,subject number,
222,68.0,5,0.7533439685851024,0.7629984856133266,0.7383976551050317,0.7504965243296919,100000,t5-large,subject number,
223,69.0,6,0.7480672475150325,0.7527867228139707,0.7423058133854421,0.7475095314229491,100000,t5-large,subject number,
224,70.0,0,0.7086759111547429,0.7272727272727273,0.6722032242305813,0.6986544808326987,0,t5-large,subject number,
225,71.0,1,0.704871763406553,0.7175985570729193,0.6802638006839277,0.6984326018808776,0,t5-large,subject number,
226,72.0,2,0.698981470119033,0.7129509473137815,0.6709819247679532,0.6913300616584876,0,t5-large,subject number,
227,73.0,3,0.6984906123450729,0.7106821106821107,0.6744015632633121,0.6920666750219326,0,t5-large,subject number,
228,74.0,4,0.6885507424223831,0.7015544041450777,0.6614557889594529,0.6809152627608751,0,t5-large,subject number,
229,75.0,5,0.6858510246656031,0.6988076723691031,0.6585246702491451,0.6780684104627765,0,t5-large,subject number,
230,76.0,6,0.6808197324825132,0.6953677047893222,0.6489985344406448,0.671383449147189,0,t5-large,subject number,
0,,0,0.7026629034237329,0.7026629034237329,0.7026629034237329,0.7026629034237329,0,t5-small,subject number,0.0
1,,1,0.6953000368143331,0.6953000368143331,0.6953000368143331,0.6953000368143331,0,t5-small,subject number,1.0
2,,2,0.6848693091176832,0.6848693091176832,0.6848693091176832,0.6848693091176832,0,t5-small,subject number,2.0
3,,3,0.6865873113265432,0.6865873113265432,0.6865873113265432,0.6865873113265432,0,t5-small,subject number,3.0
4,,4,0.6792244447171432,0.6792244447171432,0.6792244447171432,0.6792244447171432,0,t5-small,subject number,4.0
5,,5,0.6722297214382132,0.6722297214382132,0.6722297214382132,0.6722297214382132,0,t5-small,subject number,5.0
6,,6,0.6741931525340532,0.6741931525340532,0.6741931525340532,0.6741931525340532,0,t5-small,subject number,6.0
7,,0,0.7915081605104921,0.7915081605104921,0.7915081605104921,0.7915081605104921,100000,t5-small,subject number,0.0
8,,1,0.7998527426678119,0.7998527426678119,0.7998527426678119,0.7998527426678119,100000,t5-small,subject number,1.0
9,,2,0.8140876181126518,0.8140876181126518,0.8140876181126518,0.8140876181126518,100000,t5-small,subject number,2.0
10,,3,0.8389986501411216,0.8389986501411216,0.8389986501411216,0.8389986501411216,100000,t5-small,subject number,3.0
11,,4,0.8437845134372316,0.8437845134372316,0.8437845134372316,0.8437845134372316,100000,t5-small,subject number,4.0
12,,5,0.8439072278807216,0.8439072278807216,0.8439072278807216,0.8439072278807215,100000,t5-small,subject number,5.0
13,,6,0.8458706589765616,0.8458706589765616,0.8458706589765616,0.8458706589765617,100000,t5-small,subject number,6.0
14,,0,0.7859860105534422,0.7859860105534422,0.7859860105534422,0.7859860105534422,200000,t5-small,subject number,0.0
